Time,Battery Voltage,Battery Current,Battery Level,GPS_Lat,GPS_Lon,GPS_Alt,CPU Usage,Ground_Speed,Air_Speed,,
43:17.9,21.78,37.72,79,13.027197,77.5637644,934.65,11.7,2.783203602,2.350000143,,
43:18.9,21.836,35.44,79,13.0272299,77.5637731,934.6,13.1,3.731160879,3.635000229,,
43:19.9,21.78,37.18,79,13.0272603,77.5637815,934.56,11.6,2.505810499,3.118000031,,
43:20.9,21.845,34.89,79,13.0272687,77.5637917,934.61,10.6,1.910527468,1.702000022,,
43:21.9,21.896,32.88,79,13.0272653,77.5638158,934.63,12,3.184866428,2.787000179,,
43:22.9,21.907,32,79,13.0272595,77.5638394,934.62,11.7,3.144187212,3.139000177,,
43:23.9,21.765,37.16,79,13.0272455,77.5638611,934.64,10.6,2.16347599,2.213000059,,
43:25.0,21.819,35.37,79,13.0272228,77.5638633,934.67,12.1,2.779733658,2.43900013,,
43:26.0,21.642,41.84,79,13.0271986,77.5638605,934.65,12.9,3.175058126,3.389000177,,
43:27.0,21.789,36.17,78,13.0271715,77.5638506,934.54,11.9,2.474956989,2.889000177,,
43:28.0,21.799,35.65,78,13.0271643,77.5638362,934.61,12.8,2.405793667,2.13499999,,
43:29.0,21.868,32.7,78,13.0271674,77.5638091,934.62,11.9,3.095007181,2.946000099,,
43:30.0,21.933,30.86,78,13.0271752,77.5637818,934.63,12.2,2.455557346,2.712000132,,
43:31.0,21.815,35.24,78,13.0271835,77.5637702,934.58,11.4,2.011388779,1.784000039,,
43:32.0,21.88,32.81,78,13.0272066,77.5637667,934.6,10.7,3.113146305,2.624000072,,
43:33.0,21.774,36.22,78,13.0272402,77.5637718,934.53,12,3.399096251,3.560000181,,
43:34.0,21.887,32.64,78,13.0272615,77.5637775,934.53,10.9,2.432339191,2.766000032,,
43:35.0,21.841,34.38,78,13.027273,77.5637934,934.59,11.3,2.000129223,1.866000056,,
43:36.0,21.741,37.72,78,13.0272673,77.5638186,934.57,12.6,2.908988476,2.702000141,,
43:37.0,21.767,36.37,78,13.0272578,77.5638421,934.53,12.1,3.159520149,3.271000147,,
43:38.0,21.781,35.66,78,13.0272403,77.5638623,934.53,11.6,2.599269629,2.697000027,,
43:39.0,21.826,34.1,78,13.0272199,77.5638668,934.55,11.1,3.113995314,2.832000017,,
43:40.0,21.785,35.33,78,13.0271899,77.5638634,934.53,10.9,2.729440689,2.875000238,,
43:41.0,21.841,33.31,78,13.0271735,77.563849,934.65,11.6,2.078405142,2.036000013,,
43:42.0,21.685,39.19,78,13.0271721,77.5638303,934.67,12.5,2.806953192,2.623000145,,
43:43.0,21.972,28.37,78,13.0271761,77.5637977,934.65,11.8,3.254264593,3.131000042,,
43:44.0,21.992,27.72,78,13.0271776,77.5637746,934.62,12.1,2.635838032,2.987000227,,
43:45.0,21.821,34.12,78,13.0271777,77.563764,934.56,12.1,0.727802992,0.228000015,,
43:46.0,21.806,34.27,78,13.027188,77.5637659,934.61,12.1,1.997085452,1.229000092,,
43:47.0,21.737,36.95,78,13.0272146,77.5637738,934.56,12.2,3.554600954,3.112000227,,
43:48.1,21.839,33.06,78,13.0272414,77.5637796,934.5,12.7,3.603715658,3.58100009,,
43:49.1,21.77,35.38,78,13.0272673,77.5637868,934.47,13.5,1.809179187,2.285000086,,
43:50.1,21.714,37.54,78,13.0272718,77.5637962,934.49,10.6,1.608037114,1.252000093,,
43:51.1,21.777,34.93,78,13.0272662,77.5638177,934.55,11.9,2.713653803,2.414000034,,
43:52.1,21.835,32.59,77,13.0272586,77.5638466,934.5,11.2,2.944627285,3.168000221,,
43:53.1,21.63,40.08,77,13.0272483,77.5638632,934.52,11.2,2.186378241,2.47300005,,
43:54.1,22.113,22.28,77,13.0272282,77.5638684,934.66,11.2,2.05174017,1.941000104,,
43:55.1,21.885,30.85,77,13.027214,77.5638642,934.61,12.2,2.661685467,2.228000164,,
43:56.1,21.557,42.79,77,13.0271858,77.5638526,934.53,10.8,2.944984436,2.902000189,,
43:57.1,21.851,31.84,77,13.0271666,77.5638323,934.61,11.2,2.960817575,2.815000057,,
43:58.1,22.171,20.53,77,13.0271642,77.563814,934.8,11.9,1.985535979,2.097000122,,
43:59.1,21.741,35.8,77,13.0271724,77.563795,934.54,11.4,2.465347767,2.090000153,,
44:00.1,21.909,29.79,77,13.0271853,77.5637813,934.32,12,2.297879696,2.426000118,,
44:01.1,21.603,40.48,77,13.0272121,77.5637743,934.46,12.8,3.511576176,3.078000069,,
44:02.1,21.772,34.32,77,13.0272477,77.5637727,934.63,10.1,3.433808088,3.543000221,,
44:03.1,21.671,38.22,77,13.0272673,77.5637742,934.68,11.2,1.685056329,2.525000095,,
44:04.1,22.133,21.05,77,13.0272697,77.5637867,934.88,11.1,2.035660028,1.440000057,,
44:05.1,21.885,30.05,77,13.0272626,77.5638132,934.92,11.9,3.50785923,3.167000055,,
44:06.1,21.546,42.23,77,13.0272586,77.5638419,934.66,12.8,3.154159784,3.63100028,,
44:07.1,21.885,29.34,77,13.0272511,77.5638647,934.6,11.4,1.529859662,2.399000168,,
44:08.1,21.663,37.38,77,13.0272373,77.5638684,934.64,11.7,1.902629733,1.596000075,,
44:09.2,21.882,29.1,77,13.027221,77.5638663,934.69,13,2.985015154,2.93200016,,
44:10.2,21.918,28.73,77,13.0271907,77.5638611,934.64,11.7,3.093735933,3.225000143,,
44:11.2,22.118,21.4,77,13.0271705,77.5638485,934.61,12.4,1.85769856,2.660000086,,
44:12.2,21.87,30.37,77,13.0271703,77.5638364,934.5,11.3,2.497730732,1.832000136,,
44:13.2,22.191,18.64,77,13.0271716,77.5638074,934.55,11.9,3.354281902,3.006000042,,
44:14.2,21.917,29.32,77,13.0271708,77.5637755,934.35,10.3,2.809035301,3.448000193,,
44:15.2,22.131,21.27,77,13.0271758,77.563767,934.25,10.1,1.519470334,1.030000091,,
44:16.2,21.432,47.32,77,13.0271946,77.5637716,934.5,13.1,2.99157095,2.394000053,,
44:17.2,21.992,25.89,77,13.0272246,77.5637763,934.52,11.2,3.367073536,3.326000214,,
44:18.2,22.208,18.55,77,13.0272558,77.5637817,934.51,11.3,2.920674801,3.237000227,,
44:19.2,21.509,44.9,76,13.0272684,77.5637859,934.46,12.3,1.14929831,1.347000122,,
44:20.2,21.824,32.41,76,13.0272712,77.563801,934.57,11.1,2.277057409,1.702000022,,
44:21.2,21.654,37.64,76,13.0272671,77.5638199,934.53,10.9,2.71507287,2.669000149,,
44:22.2,21.795,32.8,76,13.0272562,77.5638444,934.48,11.4,2.523794651,2.731000185,,
44:23.2,21.523,42.44,76,13.027237,77.5638598,934.47,11.8,2.340676069,2.568000078,,
44:24.2,21.755,33.33,76,13.0272098,77.5638627,934.47,11.4,2.918347597,3.068000078,,
44:25.2,21.904,28.12,76,13.0271893,77.5638602,934.52,13.2,2.426959515,2.279000044,,
44:26.2,21.965,26.11,76,13.0271747,77.563849,934.63,11.5,1.863034368,1.666000128,,
44:27.3,21.889,28.57,76,13.0271726,77.5638238,934.7,12.5,3.056139469,2.717000246,,
44:28.3,21.846,29.98,76,13.0271757,77.5638002,934.62,11.6,3.203685761,2.874000072,,
44:29.3,21.97,25.6,76,13.0271796,77.5637737,934.56,12.1,2.30861783,2.537000179,,
44:30.3,21.796,31.74,76,13.0271793,77.5637679,934.53,11.3,0.517047584,0.418000013,,
44:31.3,21.544,40.87,76,13.0271881,77.5637703,934.59,11.9,1.582877159,1.161000013,,
44:32.3,21.645,37.64,76,13.0272106,77.5637704,934.67,10.7,3.726826668,3.391000271,,
44:33.3,21.526,41.3,76,13.0272502,77.5637737,934.64,11.4,4.20911026,4.201000214,,
44:34.3,21.465,43.48,76,13.0272731,77.5637812,934.56,12.4,1.61848712,2.127000093,,
44:35.3,21.719,33.8,76,13.0272757,77.5637939,934.63,11.5,2.085553169,1.688000083,,
44:36.3,21.805,30.59,76,13.0272693,77.5638187,934.63,11.9,3.231319904,2.838000059,,
44:37.3,21.503,41.65,76,13.027259,77.5638486,934.59,10.8,3.250638723,3.423000097,,
44:38.3,21.685,34.32,76,13.027244,77.5638634,934.55,10.2,2.613543034,2.652000189,,
44:39.3,21.376,45.45,76,13.0272179,77.5638678,934.58,11.9,2.894692183,2.600000143,,
44:40.3,21.459,42.92,76,13.0271916,77.563866,934.5,10.4,2.446435213,2.810000181,,
44:41.3,21.568,38.73,76,13.0271799,77.5638565,934.5,12,1.805919766,1.647000074,,
44:42.3,21.54,39.31,76,13.0271733,77.5638354,934.54,11.9,2.85115099,2.40500021,,
44:43.3,21.569,38.34,75,13.0271762,77.5638126,934.54,13.2,3.228894949,3.102000237,,
44:44.3,21.881,26.94,75,13.0271828,77.5637796,934.5,11.6,3.186503172,3.271000147,,
44:45.4,21.65,35.73,75,13.0271852,77.5637623,934.54,10.9,1.156105638,1.614000082,,
44:46.4,21.717,32.85,75,13.0271943,77.5637618,934.61,12,1.742534161,1.347000122,,
44:47.4,21.656,35.03,75,13.0272105,77.5637674,934.54,11.2,2.909239769,2.476000071,,
44:48.4,21.775,30.6,75,13.0272407,77.5637787,934.51,13.3,3.339780808,3.423000097,,
44:49.4,22.024,22.01,75,13.0272595,77.5637926,934.62,11.2,2.526568413,3.244000196,,
44:50.4,21.654,35.45,75,13.027267,77.5638155,934.6,11,3.001373053,2.377000093,,
44:51.4,21.666,35.08,75,13.0272652,77.5638493,934.52,11.5,3.414319754,3.312000275,,
44:52.4,21.649,35.43,75,13.0272558,77.5638634,934.5,11.5,2.165988445,2.065000057,,
44:53.4,21.708,32.8,75,13.0272327,77.5638652,934.55,10.5,2.889848709,2.414000034,,
44:54.4,21.691,33.13,75,13.0272027,77.5638616,934.58,12,3.245617628,3.116000175,,
44:55.4,21.549,38.31,75,13.0271824,77.5638544,934.53,11.5,2.661684036,2.901000023,,
44:56.4,21.715,32.17,75,13.0271669,77.5638357,934.58,12.6,2.461129904,2.367000103,,
44:57.4,21.659,33.75,75,13.0271679,77.5638082,934.61,11.4,2.905987978,2.58100009,,
44:58.4,21.63,35.33,75,13.0271741,77.5637875,934.59,12.4,2.716350079,2.926000118,,
44:59.4,21.561,37.1,75,13.0271786,77.5637683,934.55,10.8,0.968288898,1.670000076,,
45:00.4,21.624,34.86,75,13.0271845,77.5637653,934.51,12.9,1.031211972,0.836000025,,
45:01.4,21.558,37.73,75,13.0271952,77.5637656,934.58,11,2.368556738,1.795000076,,
45:02.5,21.734,30.98,75,13.0272211,77.5637708,934.53,11.4,3.369199991,2.982000113,,
45:03.5,21.653,34.27,75,13.0272536,77.5637805,934.58,10.8,3.107991457,3.504000187,,
45:04.5,21.591,37.13,75,13.0272694,77.5637929,934.56,12.6,2.137239933,2.350000143,,
45:05.5,21.634,34.88,75,13.0272701,77.5638165,934.6,11.2,2.816642523,2.330000162,,
45:06.5,21.559,37.54,75,13.0272598,77.563846,934.49,11.2,3.043880224,3.073000193,,
45:07.5,21.692,32.04,75,13.0272456,77.5638615,934.51,11.8,2.659469366,2.636000156,,
45:08.5,21.448,41.32,75,13.027221,77.5638657,934.52,13.4,2.654407501,2.567000151,,
45:09.5,21.588,35.28,74,13.0271948,77.5638609,934.56,11.2,2.932572603,2.925000191,,
45:10.5,21.651,33.19,74,13.0271782,77.5638506,934.63,12.3,2.303141356,2.2900002,,
45:11.5,21.634,33.85,74,13.0271718,77.5638285,934.67,12.3,2.838739157,2.361000061,,
45:12.5,21.798,28.05,74,13.0271752,77.5638013,934.66,12.2,3.340546846,3.549000263,,
45:13.5,21.569,36.63,74,13.0271767,77.563773,934.6,11.1,1.927487135,2.669000149,,
45:14.5,21.717,30.7,74,13.0271789,77.5637611,934.61,12.2,0.918962419,1.109000087,,
45:15.6,21.619,34.35,74,13.0271898,77.5637632,934.61,11.4,2.070046902,1.425000072,,
45:16.6,21.481,38.7,74,13.0272149,77.5637739,934.59,11.4,3.356951237,3.177000046,,
45:17.6,21.691,30.99,74,13.0272476,77.563782,934.52,11.2,3.497847557,3.528000116,,
45:18.6,21.462,39.85,74,13.0272677,77.563788,934.53,12,1.812075615,2.370000124,,
45:19.6,21.54,37.09,74,13.0272721,77.5638022,934.6,10.4,2.013092995,1.475000024,,
45:20.6,21.572,35.3,74,13.0272635,77.5638297,934.57,11.4,3.351013184,3.292000055,,
45:21.6,21.374,42.93,74,13.0272517,77.563856,934.48,10.7,2.470211029,2.819000244,,
45:22.6,21.512,37.41,74,13.0272384,77.5638619,934.51,10.7,2.185641766,2.042999983,,
45:23.6,21.574,34.44,74,13.0272118,77.5638609,934.54,10.9,3.146679163,2.889000177,,
45:24.6,21.488,38,74,13.0271827,77.5638563,934.54,11.6,2.797228813,3.078000069,,
45:25.6,21.52,36.4,74,13.0271717,77.5638486,934.58,12.2,1.667146444,1.755000114,,
45:26.6,21.476,38.35,74,13.027171,77.5638273,934.6,12.1,2.945967197,2.870000124,,
45:27.6,21.437,39.31,74,13.0271763,77.563797,934.58,11.6,3.229674816,3.371000052,,
45:28.6,21.408,40.87,74,13.0271762,77.5637723,934.62,13,2.020845413,2.720000029,,
45:29.6,21.313,43.92,74,13.0271754,77.5637619,934.63,11.1,0.605492234,1.298000097,,
45:30.6,21.687,29.9,74,13.0271847,77.5637646,934.62,11.3,2.174293995,1.747000098,,
45:31.7,21.721,28.56,74,13.0272099,77.5637741,934.56,13.2,3.07104373,2.728000164,,
45:32.7,21.592,33.21,74,13.0272328,77.5637794,934.57,11.5,3.513705492,3.480000257,,
45:33.7,21.52,36.09,73,13.0272626,77.5637853,934.5,10.9,1.893132329,2.491000175,,
45:34.7,21.525,36.16,73,13.0272705,77.5637958,934.58,10.3,1.520459652,1.414000034,,
45:35.7,21.52,35.89,73,13.0272654,77.563811,934.55,11.8,2.952751875,2.597000122,,
45:36.7,21.578,33.74,73,13.0272551,77.5638392,934.51,12,3.04077816,2.989000082,,
45:37.7,21.515,36.03,73,13.027238,77.5638626,934.48,11.9,2.601979971,2.864000082,,
45:38.7,21.481,36.96,73,13.027217,77.5638685,934.49,10,3.128802538,2.859000206,,
45:39.7,21.566,33.87,73,13.0271891,77.563864,934.51,11.7,2.76197648,2.911000252,,
45:40.7,21.595,32.5,73,13.0271731,77.5638508,934.5,10.3,1.973896265,1.998000145,,
45:41.7,21.549,34.23,73,13.0271713,77.563828,934.52,11.8,2.600092411,2.382000208,,
45:42.8,21.428,38.17,73,13.027174,77.5638055,934.53,11.4,3.153240204,3.101000071,,
45:43.8,21.685,29.22,73,13.0271789,77.563776,934.55,9.5,2.506520033,2.745000124,,
45:44.8,21.434,38.43,73,13.0271863,77.563765,934.54,11.7,1.400862217,1.359000087,,
45:45.8,21.303,42.99,73,13.0272018,77.5637669,934.57,11.6,2.931417704,2.363000155,,
45:46.8,21.59,31.67,73,13.0272342,77.5637736,934.6,12.1,3.408691406,3.271000147,,
45:47.8,21.481,36.23,73,13.0272624,77.5637818,934.54,12.3,2.431732893,2.811000109,,
45:48.8,21.52,34.65,73,13.0272712,77.56379,934.57,13.5,1.46017313,1.530000091,,
45:49.8,21.535,33.98,73,13.0272695,77.5638109,934.62,11.6,2.897167444,2.630000114,,
45:50.8,21.471,35.72,73,13.0272641,77.563834,934.58,11.6,3.077943563,3.254000187,,
45:51.8,21.42,37.88,73,13.0272517,77.5638565,934.54,12.3,2.179994583,2.462000132,,
45:52.8,21.542,33.37,73,13.0272293,77.5638628,934.56,12.4,2.823447704,2.566000223,,
45:53.8,21.233,44.4,73,13.0272066,77.5638613,934.62,11.1,2.912283182,3.069000244,,
45:54.8,21.411,37.97,73,13.0271813,77.563853,934.59,13.1,2.388287067,2.472000122,,
45:55.8,21.308,41.78,73,13.0271701,77.5638363,934.61,10.6,2.373618603,2.194000006,,
45:56.9,21.498,34.2,73,13.0271702,77.5638155,934.65,12,2.917867661,2.84800005,,
45:57.9,21.588,30.76,73,13.0271737,77.563786,934.64,11.3,3.128991365,3.264000177,,
45:58.9,21.601,30.62,72,13.0271787,77.5637639,934.58,10.7,1.04108274,1.676000118,,
45:59.9,21.557,32.09,72,13.027186,77.5637626,934.63,11.4,1.17269671,0.668000042,,
46:00.9,21.462,35.37,72,13.0272011,77.5637651,934.56,14.2,2.49884367,2.105000019,,
46:01.9,21.491,33.89,72,13.0272312,77.5637734,934.53,12.8,3.388165236,3.298000097,,
46:02.9,21.593,30.61,72,13.0272547,77.5637811,934.53,11.5,2.896562815,3.334000111,,
46:03.9,21.48,34.88,72,13.027271,77.5637972,934.58,11.9,2.200085878,2.101000071,,
46:04.9,21.59,30.6,72,13.0272691,77.5638236,934.56,10.9,3.127822399,2.731000185,,
46:05.9,21.444,35.75,72,13.0272611,77.563848,934.49,12.4,3.125177145,3.197000265,,
46:06.9,21.495,33.7,72,13.027241,77.563863,934.56,11,2.608589172,2.382000208,,
46:07.9,21.509,33.38,72,13.0272124,77.5638634,934.57,12.4,3.252215385,3.09100008,,
46:08.9,21.608,29.37,72,13.0271882,77.5638604,934.58,12.8,3.085067034,3.296000242,,
46:09.9,21.481,33.81,72,13.0271696,77.5638479,934.61,10.6,1.954187155,2.037000179,,
46:10.9,21.494,33.39,72,13.0271679,77.5638254,934.61,11.1,2.58769846,2.21600008,,
46:11.9,21.226,43.22,72,13.0271719,77.5638031,934.59,10.4,3.088135242,3.026000261,,
46:12.9,21.398,37.2,72,13.027179,77.5637767,934.54,11.6,2.295554161,2.633000135,,
46:14.0,21.404,36.77,72,13.0271887,77.5637636,934.52,11.6,1.52436471,1.512000084,,
46:15.0,21.552,31.1,72,13.0272047,77.5637653,934.57,11.5,2.80141449,2.215000153,,
46:16.0,21.826,21.03,72,13.027233,77.5637732,934.68,11.2,2.793875456,3.025000095,,
46:17.0,21.168,46.35,72,13.0272588,77.5637838,934.52,11,3.020350695,2.942000151,,
46:18.0,21.413,36.66,72,13.0272703,77.5638015,934.54,12,2.732140541,2.6650002,,
46:19.0,21.431,35.8,72,13.0272698,77.5638317,934.52,12.3,3.229315043,3.075000048,,
46:20.0,21.355,38.39,72,13.0272576,77.5638585,934.46,10.2,2.888762474,3.011000156,,
46:21.0,21.465,33.52,72,13.0272407,77.5638652,934.53,10.9,2.589861155,2.370000124,,
46:22.0,21.751,22.6,72,13.027214,77.5638651,934.66,12.2,2.831276417,2.693000078,,
46:23.0,21.326,38.29,72,13.0271928,77.5638615,934.56,10.4,2.61669302,2.793000221,,
46:24.0,21.41,35.11,71,13.0271746,77.563847,934.56,11.4,2.106876373,2.08100009,,
46:25.0,21.393,35.98,71,13.0271734,77.5638286,934.64,11.9,2.878355503,2.638000011,,
46:26.1,21.574,29.12,71,13.0271754,77.5637967,934.57,10.7,3.437845707,3.275000095,,
46:27.1,21.515,31.31,71,13.0271761,77.5637706,934.5,11.8,1.548960805,2.118000031,,
46:28.1,21.498,32.11,71,13.0271801,77.5637645,934.56,12.8,1.395535946,1.007000089,,
46:29.1,21.396,35.53,71,13.0271976,77.5637672,934.52,12,2.597346544,2.100000143,,
46:30.1,21.001,50.07,71,13.0272263,77.5637742,934.44,10.8,3.649492025,3.437000275,,
46:31.1,21.399,35.37,71,13.0272587,77.5637813,934.42,13,2.755547285,3.421000242,,
46:32.1,21.452,33.42,71,13.0272715,77.5637914,934.53,11.5,1.427850962,1.539000034,,
46:33.1,21.437,33.62,71,13.0272679,77.5638052,934.57,11.3,2.756690502,2.395000219,,
46:34.1,21.399,35.12,71,13.0272614,77.5638357,934.55,11,3.377513886,3.270000219,,
46:35.1,21.202,42.27,71,13.0272492,77.563862,934.5,11.6,2.418384314,2.688000202,,
46:36.1,21.36,35.89,71,13.0272339,77.5638687,934.65,11.6,2.270020962,2.080000162,,
46:37.1,21.419,33.56,71,13.0272118,77.5638655,934.73,11.4,2.542551041,2.245000124,,
46:38.1,21.476,31.52,71,13.0271881,77.5638579,934.61,11.5,2.416215181,2.713000059,,
46:39.1,21.287,38.7,71,13.027175,77.5638444,934.56,9.8,2.404234648,2.438000202,,
46:40.2,21.515,29.61,71,13.0271694,77.5638176,934.61,11.1,2.767666101,2.759000063,,
46:41.2,21.232,40.35,71,13.0271721,77.563791,934.57,12.8,2.723812103,2.520000219,,
46:42.2,21.471,31.52,71,13.0271759,77.5637751,934.51,12.2,1.804473042,1.718000054,,
46:43.2,21.365,36.03,71,13.0271892,77.5637659,934.52,12.5,2.262043953,1.803000093,,
46:44.2,21.464,31.67,71,13.0272158,77.5637683,934.56,10.5,3.124629498,2.84800005,,
46:45.2,21.492,30.74,71,13.027238,77.5637732,934.58,11.8,3.010914087,3.372000217,,
46:46.2,21.466,31.34,71,13.0272639,77.5637846,934.54,22.4,2.307785511,2.603000164,,
46:47.2,21.333,36.47,71,13.0272717,77.5638035,934.54,13.8,2.538600445,2.228000164,,
46:48.2,21.373,34.1,70,13.027267,77.5638318,934.5,12.2,3.25581336,3.067000151,,
46:49.2,21.356,35.16,70,13.0272587,77.5638506,934.44,12.8,2.453153849,2.673000097,,
46:50.2,21.357,34.92,70,13.0272395,77.5638618,934.5,10.7,2.464017153,2.33100009,,
46:51.2,21.344,34.86,70,13.0272121,77.5638631,934.56,11.3,3.180486202,3.112000227,,
46:52.2,21.437,31.69,70,13.0271827,77.5638604,934.53,12.4,2.843292713,3.080000162,,
46:53.2,21.124,43.55,70,13.0271691,77.5638525,934.54,10.9,1.823514819,1.950000048,,
46:54.2,21.467,30.39,70,13.0271689,77.5638314,934.61,12.2,2.741043329,2.267000198,,
46:55.2,21.165,41.1,70,13.0271769,77.5638036,934.6,13.3,3.275733471,2.910000086,,
46:56.3,21.437,31.46,70,13.0271817,77.5637827,934.54,11.4,2.601209879,2.995000124,,
46:57.3,21.466,30.48,70,13.0271918,77.5637649,934.55,11.4,1.779612064,1.889000058,,
46:58.3,21.344,34.79,70,13.0272119,77.5637638,934.53,11.1,2.56371665,2.388000011,,
46:59.3,21.325,35.56,70,13.0272323,77.56377,934.56,11.5,3.10488534,2.951000214,,
47:00.3,21.42,32.01,70,13.027258,77.5637855,934.58,12.4,2.739054918,2.924000025,,
47:01.3,21.341,34.78,70,13.0272673,77.5638103,934.57,12.3,2.865506172,2.747000217,,
47:02.3,21.33,34.93,70,13.0272655,77.5638345,934.51,11.2,3.253027201,3.142000198,,
47:03.3,21.275,37.27,70,13.0272543,77.5638603,934.44,10.5,2.57660985,2.737000227,,
47:04.3,21.102,42.64,70,13.0272304,77.5638687,934.5,12.2,2.834652424,2.641000032,,
47:05.3,21.331,34.04,70,13.0272101,77.563866,934.56,10.7,2.783131123,2.887000084,,
47:06.3,21.34,34.06,70,13.0271863,77.563857,934.58,12,2.490196943,2.744000196,,
47:07.3,21.301,35.24,70,13.0271728,77.5638431,934.58,11.9,2.443120003,2.646000147,,
47:08.3,21.42,30.82,70,13.0271686,77.5638166,934.61,10.9,2.904156208,2.876000166,,
47:09.3,21.547,26.6,70,13.0271759,77.5637826,934.59,13.5,3.402100086,3.338000059,,
47:10.3,21.365,33.04,70,13.0271803,77.5637662,934.52,10.8,1.152439713,1.786000133,,
47:11.3,21.296,35.51,70,13.0271898,77.5637609,934.71,11.6,1.867314219,1.300000072,,
47:12.4,21.295,35.27,70,13.0272141,77.5637664,934.65,12.7,3.156315804,2.482000113,,
47:13.4,21.393,31.56,69,13.0272368,77.563773,934.6,11.7,3.237355232,3.459000111,,
47:14.4,21.292,35.04,69,13.0272624,77.563786,934.57,13.3,2.482964754,2.659000158,,
47:15.4,21.286,35.06,69,13.0272705,77.5638083,934.58,11.7,2.43756485,2.285000086,,
47:16.4,21.321,33.62,69,13.0272674,77.5638315,934.61,12.5,3.358026505,3.28000021,,
47:17.4,21.301,34.3,69,13.0272559,77.5638578,934.59,12.4,2.459945202,2.736000061,,
47:18.4,21.362,31.74,69,13.0272343,77.5638644,934.68,10.9,2.744223118,2.499000072,,
47:19.4,21.359,31.53,69,13.027206,77.5638608,934.64,12,3.338793278,3.110000134,,
47:20.4,21.264,35.24,69,13.0271833,77.5638557,934.59,12,2.767296553,2.954000235,,
47:21.4,21.26,35.2,69,13.0271661,77.5638417,934.61,12.2,2.015630007,1.974000096,,
47:22.4,21.321,32.95,69,13.0271679,77.5638179,934.63,11.5,2.864853144,2.519000053,,
47:23.4,21.228,36.16,69,13.0271736,77.5637978,934.59,11.3,3.129979134,2.886000156,,
47:24.4,21.07,42.19,69,13.0271805,77.5637714,934.53,12.5,2.350677013,2.620000124,,
47:25.4,21.336,32.26,69,13.0271922,77.5637632,934.61,11.3,1.691821218,1.505000114,,
47:26.4,21.18,37.63,69,13.0272069,77.5637663,934.57,10.9,2.664445162,2.228000164,,
47:27.4,21.414,29.04,69,13.0272376,77.5637738,934.55,11.7,3.287264109,3.43900013,,
47:28.4,21.338,32.13,69,13.0272609,77.563783,934.54,12.1,2.700757504,2.971000195,,
47:29.4,21.232,36.18,69,13.0272731,77.5638047,934.63,11.8,2.716832161,2.424000025,,
47:30.5,21.16,38.65,69,13.0272684,77.5638363,934.53,11.4,3.441711903,3.092000246,,
47:31.5,21.184,37.51,69,13.0272578,77.5638555,934.47,13.4,2.831445694,2.735000134,,
47:32.5,21.294,32.9,69,13.0272349,77.5638646,934.52,11.6,2.773995638,2.482000113,,
47:33.5,21.325,31.46,69,13.0272069,77.5638625,934.56,11.9,3.154344082,3.143000126,,
47:34.5,21.257,34.17,69,13.0271794,77.5638518,934.59,11.5,2.790425062,2.806000233,,
47:35.5,21.206,35.85,69,13.0271677,77.5638375,934.6,12.3,2.422041893,2.396000147,,
47:36.5,21.153,37.05,69,13.0271653,77.5638111,934.6,13.9,2.936286449,2.891000032,,
47:37.5,21.426,27.51,69,13.0271683,77.563789,934.63,11.9,2.359805584,2.498000145,,
47:38.5,21.298,32.69,68,13.0271719,77.5637694,934.71,12,1.842520118,1.893000126,,
47:39.5,21.148,38.03,68,13.0271917,77.5637671,934.64,10.8,2.694242001,1.944000125,,
47:40.5,21.2,36,68,13.0272243,77.563774,934.68,11.9,3.714099646,3.611000061,,
47:41.5,21.206,35.74,68,13.0272495,77.5637808,934.57,12,3.314059973,3.383000135,,
47:42.5,21.278,33.21,68,13.0272706,77.563788,934.52,13.7,1.367291331,1.535000086,,
47:43.5,21.217,35.29,68,13.0272731,77.5638022,934.49,11.2,2.111058474,1.522000074,,
47:44.6,21.163,36.86,68,13.0272672,77.5638194,934.5,10.5,3.341329575,2.887000084,,
47:45.6,21.189,35.68,68,13.0272542,77.5638507,934.46,11.2,3.382125854,3.50600028,,
47:46.6,21.307,30.92,68,13.0272322,77.563867,934.55,12,2.582700253,2.683000088,,
47:47.6,21.749,14.32,68,13.0272128,77.5638687,934.73,11.6,2.786692381,3.085000038,,
47:48.6,21.6,20.94,68,13.0271855,77.5638651,934.85,14,2.749838591,2.718000174,,
47:49.6,21.579,21,68,13.0271723,77.5638516,934.71,10.7,1.571338415,1.452000022,,
47:50.6,21.61,20.83,68,13.0271711,77.5638365,934.7,11.9,2.163621664,1.954000115,,
47:51.6,21.515,24.06,68,13.0271721,77.5638095,934.64,11.7,2.896777868,2.354000092,,
47:52.6,21.583,21.94,68,13.027175,77.5637862,934.67,12.3,2.71185565,2.519000053,,
47:53.6,21.44,27.44,68,13.0271884,77.5637672,934.55,13.1,1.964391828,1.913000107,,
47:54.6,21.374,29.12,68,13.027204,77.5637685,934.58,12.5,2.596430063,2.238000155,,
47:55.6,21.235,33.81,68,13.0272314,77.5637725,934.6,12.3,3.158765793,2.830000162,,
47:56.6,21.252,33.59,68,13.0272593,77.5637798,934.56,12,2.79405117,3.068000078,,
47:57.6,21.021,41.88,68,13.0272708,77.5637933,934.52,12.6,2.270406485,2.126000166,,
47:58.6,21.192,34.7,68,13.0272688,77.5638189,934.5,11.7,3.022366047,2.624000072,,
47:59.7,21.023,40.85,68,13.0272579,77.5638523,934.51,10.9,3.599986553,3.688000202,,
