Time,Battery Voltage,Battery Current,Battery Level,GPS_Lat,GPS_Lon,GPS_Alt,CPU Usage,Ground_Speed,Air_Speed,,
52:42.5,20.558,28.57,56,13.0272135,77.5638636,934.67,12.5,3.129794121,2.970000029,,
52:43.5,20.408,34.05,56,13.0271918,77.5638572,934.56,12.3,2.685911894,2.856000185,,
52:44.5,20.356,36.19,56,13.0271713,77.5638408,934.52,11.9,2.477074862,2.542000055,,
52:45.5,20.365,36.09,56,13.0271666,77.5638144,934.51,11.7,2.874851465,2.880000114,,
52:46.5,20.568,28.48,56,13.0271707,77.5637909,934.57,11.2,2.866717815,3.115000248,,
52:47.5,20.33,37.08,56,13.0271761,77.5637685,934.56,12.3,1.144156814,2.0400002,,
52:48.5,20.208,41.15,56,13.0271785,77.563765,934.56,11.1,1.137143731,0.894000053,,
52:49.5,20.37,35.31,56,13.0271964,77.5637667,934.69,13.2,2.682244062,2.173000097,,
52:50.5,20.393,34.35,56,13.0272295,77.5637731,934.73,11.6,3.630365849,3.613000155,,
52:51.5,20.598,26.98,56,13.0272611,77.5637817,934.63,11.6,2.559292078,3.377000093,,
52:52.5,20.48,31.62,56,13.0272708,77.5637898,934.62,10.6,1.871882439,1.40200007,,
52:53.5,20.342,36.51,56,13.0272704,77.5638118,934.61,11.5,2.901027441,2.431000233,,
52:54.5,20.322,36.78,56,13.0272618,77.5638404,934.51,11.6,3.185815334,3.248000145,,
52:55.6,20.332,36.21,56,13.0272514,77.5638564,934.43,11.7,2.166414499,2.626000166,,
52:56.6,20.207,40.78,55,13.0272292,77.5638631,934.53,11.3,2.752569914,2.373000145,,
52:57.6,20.142,42.96,55,13.0272012,77.5638622,934.53,12,2.761112452,2.585000038,,
52:58.6,20.347,34.97,55,13.0271823,77.5638562,934.54,10.8,2.486549139,2.834000111,,
52:59.6,20.224,39.52,55,13.0271686,77.5638387,934.58,11.3,2.247301817,2.309000015,,
53:00.6,19.995,47.71,55,13.0271704,77.5638125,934.57,13.4,3.231455088,2.941000223,,
53:01.6,20.427,31.86,55,13.02718,77.5637823,934.56,11,3.163809538,3.496000052,,
53:02.6,20.33,35.78,55,13.027189,77.5637658,934.56,11.2,1.702818632,2.300000191,,
53:03.6,20.331,35.3,55,13.0272046,77.5637634,934.63,12.4,2.347645044,2.023000002,,
53:04.6,20.444,30.35,55,13.0272309,77.5637704,934.62,12,3.013486862,2.96600008,,
53:05.6,20.422,32.07,55,13.0272504,77.5637791,934.63,11.6,3.214984417,3.153000116,,
53:06.6,20.324,35.83,55,13.0272726,77.5638007,934.59,12.9,2.916596651,2.843000174,,
53:07.6,20.331,34.75,55,13.0272742,77.5638238,934.56,10.9,3.174403191,2.999000072,,
53:08.6,20.299,36.15,55,13.027263,77.5638502,934.57,11.9,2.856262445,2.79700017,,
53:09.6,20.312,35.69,55,13.027239,77.5638599,934.6,11.6,2.87345624,2.68900013,,
53:10.6,20.353,33.69,55,13.0272175,77.5638605,934.61,12,3.412277222,3.184000254,,
53:11.6,20.316,35.25,55,13.027187,77.5638566,934.52,11.6,2.852557421,3.071000099,,
53:12.7,20.291,35.82,55,13.027168,77.5638439,934.54,12.7,1.858384013,1.947000146,,
53:13.7,20.191,39.74,55,13.0271684,77.5638223,934.56,11.6,2.673305988,2.425000191,,
53:14.7,20.356,33.22,55,13.0271717,77.5637993,934.65,11.1,2.790376663,2.940000057,,
53:15.7,20.417,31.31,55,13.0271735,77.5637733,934.6,11.7,2.267110109,2.533000231,,
53:16.7,20.246,37.21,55,13.0271807,77.5637607,934.59,11.9,1.27452302,1.63500011,,
53:17.7,20.292,35.63,55,13.027193,77.5637644,934.6,11.4,2.794233084,2.113000155,,
53:18.7,20.299,35.01,55,13.027223,77.5637738,934.59,13.5,3.391813755,3.298000097,,
53:19.7,20.295,35.18,55,13.027248,77.5637803,934.56,12,3.184755325,3.411000252,,
53:20.7,20.149,41.11,54,13.0272713,77.563788,934.56,11.7,1.396703601,1.821000099,,
53:21.7,20.308,34.87,54,13.0272721,77.5638031,934.6,11.4,2.324631929,1.860000134,,
53:22.7,20.341,33.16,54,13.0272631,77.5638301,934.54,10.4,3.232064009,2.850000143,,
53:23.7,20.217,37.86,54,13.0272536,77.5638515,934.47,11.9,2.693994999,3.131000042,,
53:24.7,20.249,36.56,54,13.0272341,77.5638649,934.51,11.9,2.695315361,2.565000057,,
53:25.7,20.287,34.48,54,13.0272057,77.5638641,934.52,11.8,3.27692771,3.115000248,,
53:26.7,20.221,37.39,54,13.0271775,77.5638555,934.53,11.3,2.726892948,3.034000158,,
53:27.8,20.218,37.22,54,13.0271671,77.5638411,934.58,13,2.558044672,2.417000055,,
53:28.8,20.177,38.12,54,13.0271679,77.5638109,934.61,11.1,3.332387209,2.946000099,,
53:29.8,20.251,35.66,54,13.0271736,77.5637807,934.59,11.6,2.905692339,3.174000263,,
53:30.8,20.143,39.74,54,13.0271766,77.5637642,934.58,10.9,1.293947577,2.013000011,,
53:31.8,20.359,31.92,54,13.0271813,77.5637608,934.65,11.4,1.199418426,0.515000045,,
53:32.8,20.246,35.99,54,13.0271942,77.5637684,934.63,12.5,2.423249245,1.619000077,,
53:33.8,20.195,37.76,54,13.0272135,77.5637762,934.63,11.2,3.281328201,2.872000217,,
53:34.8,20.357,31.86,54,13.027246,77.5637836,934.53,11.3,3.061558247,3.444000244,,
53:35.8,20.205,37.74,54,13.0272646,77.5637891,934.57,11.4,1.962671518,2.44900012,,
53:36.8,20.229,37.14,54,13.0272731,77.5638044,934.58,12.4,1.863166809,1.640000105,,
53:37.8,20.242,35.66,54,13.0272662,77.5638315,934.52,10.3,3.134898424,2.695000172,,
53:38.8,20.302,33.4,54,13.0272563,77.5638505,934.47,11.4,2.498000145,2.624000072,,
53:39.8,20.275,34.21,54,13.027233,77.5638623,934.54,11.1,2.775013447,2.617000103,,
53:40.8,20.251,34.68,54,13.0272089,77.5638621,934.56,10.6,3.352300167,3.275000095,,
53:41.8,20.196,36.91,54,13.0271776,77.5638572,934.53,10.5,2.847855091,3.202000141,,
53:42.8,20.215,36.26,54,13.0271633,77.5638424,934.62,11.9,2.029965639,2.179000139,,
53:43.8,20.078,41.38,54,13.027165,77.5638251,934.64,11.1,3.01730752,2.503000021,,
53:44.8,20.361,30.68,53,13.0271742,77.5637973,934.62,11.4,3.008517027,3.127000093,,
53:45.8,19.908,48.08,53,13.0271809,77.5637716,934.57,11.6,1.747157574,2.137000084,,
53:46.8,20.23,34.92,53,13.0271826,77.5637619,934.56,15.1,0.742208958,1.222000003,,
53:47.8,20.145,38.32,53,13.0271926,77.5637613,934.55,10.7,2.178504467,1.754000068,,
53:48.8,20.22,35.57,53,13.0272175,77.5637702,934.54,12.8,3.095456839,2.729000092,,
53:49.9,20.251,34.86,53,13.0272406,77.5637787,934.53,12.2,3.168418169,3.429000139,,
53:50.9,20.147,38.25,53,13.0272664,77.563793,934.53,11.7,2.471549511,2.755000114,,
53:51.9,20.178,37.44,53,13.0272728,77.5638165,934.55,11.3,2.627487183,2.303000212,,
53:52.9,20.18,36.85,53,13.0272677,77.5638366,934.53,12,3.010725737,2.865000248,,
53:53.9,20.22,35.23,53,13.0272518,77.5638576,934.56,12.5,2.62024498,2.548000097,,
53:54.9,20.188,36.48,53,13.0272243,77.5638631,934.59,11.6,3.129053831,3.022000074,,
53:55.9,20.16,37.1,53,13.0271997,77.5638617,934.56,10.8,3.75469017,3.749000072,,
53:56.9,20.074,40.05,53,13.0271709,77.5638524,934.53,10.9,2.181453705,2.546000004,,
53:57.9,20.184,36.36,53,13.0271644,77.5638377,934.58,13.1,2.49452424,2.080000162,,
53:58.9,20.149,37.24,53,13.0271681,77.5638097,934.6,11.9,3.12349844,2.936000109,,
53:59.9,20.23,34.24,53,13.0271757,77.5637821,934.61,12,2.542329073,2.854000092,,
54:00.9,20.139,37.92,53,13.0271843,77.5637682,934.59,12.5,1.794219136,1.981000066,,
54:01.9,20.13,38.18,53,13.0272053,77.5637648,934.59,11.9,3.091887474,2.586000204,,
54:02.9,20.191,35.51,53,13.0272372,77.5637708,934.56,12.1,3.509473562,3.42200017,,
54:03.9,20.164,36.76,53,13.0272597,77.5637788,934.53,11,2.747955322,3.100000143,,
54:04.9,20.192,35.79,53,13.0272717,77.5637953,934.6,10.6,2.147427082,1.955000043,,
54:05.9,20.156,36.74,53,13.0272672,77.5638205,934.54,12,3.047459841,2.746000052,,
54:06.9,20.162,36.43,53,13.0272552,77.5638511,934.46,12.9,3.102260351,3.258000135,,
54:07.9,20.082,39.54,53,13.0272401,77.563864,934.49,12.5,2.545871258,2.696000099,,
54:08.9,20.242,33.16,52,13.0272115,77.5638654,934.53,11.3,3.141897678,2.984000206,,
54:09.9,20.134,37.08,52,13.0271836,77.5638582,934.53,12.1,2.799230576,2.833000183,,
54:10.9,20.114,37.66,52,13.02717,77.5638454,934.56,11.1,2.467121601,2.476000071,,
54:12.0,20.091,38.63,52,13.0271666,77.5638198,934.57,11.7,3.008024454,2.766000032,,
54:13.0,20.186,34.79,52,13.0271726,77.5637896,934.57,12.6,3.090860844,3.038000107,,
54:14.0,20.028,41.11,52,13.0271778,77.5637718,934.6,11.4,1.563912153,2.236000061,,
54:15.0,20.059,39.6,52,13.0271843,77.5637641,934.6,10.9,1.256268382,1.035000086,,
54:16.0,20.108,37.8,52,13.0272018,77.5637646,934.58,12.1,2.644685745,2.005000114,,
54:17.0,20.27,31.58,52,13.0272306,77.5637722,934.59,11.6,3.432628393,3.45600009,,
54:18.0,19.987,42.35,52,13.0272554,77.5637821,934.54,11.4,3.263631582,3.527000189,,
54:19.0,19.972,42.76,52,13.0272732,77.5638008,934.53,12.4,2.455430508,2.393000126,,
54:20.0,20.088,38.03,52,13.0272726,77.5638221,934.55,10.8,3.252515554,2.902000189,,
54:21.0,20.035,39.89,52,13.0272616,77.5638511,934.5,11.6,2.817159176,2.917000055,,
54:22.0,20.194,33.75,52,13.0272407,77.5638621,934.61,11.7,2.671885729,2.509000063,,
54:23.0,20.234,32.03,52,13.0272203,77.5638623,934.59,11.1,3.172687769,3.070000172,,
54:24.0,20.184,33.78,52,13.0271892,77.5638583,934.56,12.2,2.821895599,3.058000088,,
54:25.0,20.05,39.13,52,13.0271742,77.5638491,934.62,12.9,2.146044016,2.244000196,,
54:26.0,20.29,29.98,52,13.0271685,77.563825,934.67,11.7,2.953096628,2.613000155,,
54:27.0,20.157,34.73,52,13.0271734,77.5637931,934.66,11.7,3.366400003,3.228000164,,
54:28.0,20.281,30.5,52,13.0271771,77.5637753,934.64,11.6,1.959256053,2.25,,
54:29.0,19.856,46.32,52,13.0271822,77.5637632,934.6,11.8,1.271035314,1.424000025,,
54:30.0,19.983,41.49,52,13.027201,77.5637632,934.61,12.8,2.525529623,2.019999981,,
54:31.1,20.062,37.58,52,13.0272226,77.5637686,934.62,12.5,3.238898993,3.251000166,,
54:32.1,20.143,35.19,51,13.0272524,77.5637765,934.62,10.8,2.820356607,2.999000072,,
54:33.1,20.05,38.46,51,13.0272666,77.5637882,934.61,11,2.127162457,2.286000013,,
54:34.1,20.123,35.6,51,13.0272684,77.5638146,934.58,11.8,3.089735031,2.823000193,,
54:35.1,20.035,38.75,51,13.0272617,77.563846,934.57,11,3.258923292,3.397000074,,
54:36.1,19.924,43.04,51,13.0272503,77.563864,934.52,11.6,2.367324829,2.640000105,,
54:37.1,20.104,36.25,51,13.0272273,77.5638679,934.64,12.2,2.816209316,2.595000029,,
54:38.1,20.093,36.4,51,13.0271987,77.5638624,934.65,11,2.764760494,2.825000048,,
54:39.1,20.178,32.95,51,13.0271792,77.5638504,934.62,11.7,2.308880329,2.464000225,,
54:40.1,20.096,36.49,51,13.0271721,77.5638329,934.58,10.8,3.192199469,2.914000034,,
54:41.1,20.001,39.6,51,13.0271718,77.5638,934.58,11.6,3.315469265,3.447000265,,
54:42.1,20.033,38.35,51,13.0271755,77.5637715,934.53,10.7,2.055803776,2.708000183,,
54:43.1,20.133,34.6,51,13.0271783,77.5637625,934.58,13.1,0.978108108,0.955000043,,
54:44.1,20.123,35.3,51,13.0271922,77.5637648,934.58,11.1,2.072982788,1.779000044,,
54:45.2,20.166,33.09,51,13.0272167,77.5637711,934.55,11.6,2.90029335,2.793000221,,
54:46.2,20.111,35.46,51,13.0272421,77.5637785,934.53,12.3,3.68663311,3.59100008,,
54:47.2,20.067,37.4,51,13.0272689,77.5637923,934.51,11.7,2.066165924,2.392000198,,
54:48.2,20.076,36.85,51,13.0272728,77.5638107,934.56,11.7,2.473236322,2.012000084,,
54:49.2,20.027,37.84,51,13.027266,77.5638413,934.5,12.5,3.270175934,3.02300024,,
54:50.2,19.81,46.08,51,13.0272544,77.5638567,934.44,11,2.395825386,2.786000013,,
54:51.2,20.358,24.9,51,13.0272309,77.563864,934.84,11.8,2.314668655,2.489000082,,
54:52.2,20.054,36.44,51,13.0272138,77.5638625,934.75,11,2.656596184,2.892000198,,
54:53.2,20.325,26.81,51,13.0271852,77.5638509,934.66,10.8,2.666947603,3.065000057,,
54:54.2,20.088,35.54,51,13.0271724,77.5638287,934.54,13.8,3.279911041,3.073000193,,
54:55.2,20.345,25.9,50,13.0271688,77.5637955,934.66,12.2,3.439513445,3.391000271,,
54:56.2,20.574,18.46,50,13.0271735,77.5637751,934.69,11.7,2.275046587,2.684000015,,
54:57.2,19.816,45.77,50,13.0271809,77.56377,934.63,11.4,1.388940454,1.184000015,,
54:58.2,20.06,36.28,50,13.0272014,77.5637662,934.54,12.4,2.735501051,2.501000166,,
54:59.2,20.06,35.76,50,13.0272329,77.5637701,934.55,11.8,3.436699867,3.369000196,,
55:00.2,19.974,39.73,50,13.0272574,77.5637772,934.56,13.4,3.07399869,3.31400013,,
55:01.3,20.07,36.11,50,13.0272724,77.563794,934.59,10.9,2.17371583,2.018000126,,
55:02.3,20.105,34.65,50,13.027268,77.5638208,934.57,12.4,3.402341366,3.125000238,,
55:03.3,20.027,37.39,50,13.0272603,77.5638449,934.5,12.6,2.848323345,3.006000042,,
55:04.3,19.986,38.63,50,13.0272427,77.5638632,934.54,11.6,2.312920094,2.387000084,,
55:05.3,20.117,33.81,50,13.0272235,77.5638661,934.57,11.8,2.880706787,2.740000248,,
55:06.3,20.319,26.07,50,13.0271963,77.5638607,934.61,11.1,2.662201643,2.649000168,,
55:07.3,20.131,33.01,50,13.0271759,77.5638498,934.6,13.1,2.358935833,2.45600009,,
55:08.3,20.065,35.72,50,13.0271693,77.5638219,934.55,11.5,3.002029419,2.962000132,,
55:09.3,20.241,28.62,50,13.0271716,77.5637975,934.58,12.3,3.307044506,3.184000254,,
55:10.3,20.013,38.1,50,13.0271762,77.5637715,934.59,12.2,1.804383039,2.25,,
55:11.3,20.089,34.91,50,13.0271853,77.5637623,934.62,9.9,1.562897444,1.32400012,,
55:12.3,20.064,35.73,50,13.0272018,77.5637642,934.63,11.4,2.935598135,2.452000141,,
55:13.3,20.275,27.62,50,13.0272299,77.5637714,934.63,11.9,3.155136585,2.962000132,,
55:14.3,20.016,37.05,50,13.0272584,77.563781,934.55,11,2.881436586,3.33100009,,
55:15.3,20.008,37.39,50,13.0272719,77.5637948,934.57,11.9,1.83627212,1.758000135,,
55:16.3,20.093,34.17,50,13.0272687,77.5638125,934.58,11,2.931544542,2.274000168,,
55:17.4,20.021,36.46,50,13.0272588,77.5638409,934.54,11,3.209982395,3.404000044,,
55:18.4,20.055,35.37,50,13.0272408,77.5638623,934.54,12.3,2.485464334,2.761000156,,
55:19.4,20.032,35.95,49,13.0272216,77.563866,934.56,11,3.195870161,2.929000139,,
55:20.4,19.977,37.91,49,13.02719,77.5638615,934.54,10.3,3.019155264,3.092000246,,
55:21.4,20.044,34.9,49,13.0271701,77.5638469,934.56,11.9,2.385709763,2.34100008,,
55:22.4,20.099,32.99,49,13.0271666,77.5638292,934.58,11.8,2.851130247,2.47300005,,
55:23.4,19.889,41.13,49,13.0271714,77.5638009,934.57,11.8,3.231401682,2.860000134,,
55:24.4,19.87,41.58,49,13.027181,77.5637705,934.52,12.3,2.524649382,2.909000158,,
55:25.4,19.969,38.07,49,13.0271872,77.5637604,934.52,10.5,1.225506663,1.23300004,,
55:26.4,20.023,35.92,49,13.0272026,77.5637635,934.61,11.7,2.064901829,1.561000109,,
55:27.4,19.994,36.32,49,13.0272221,77.5637698,934.63,12,2.933319092,2.810000181,,
55:28.4,19.981,37.51,49,13.0272528,77.5637793,934.57,12.4,3.120913744,3.368000269,,
55:29.4,19.996,36.25,49,13.0272707,77.5637983,934.6,10.5,2.371157408,2.488000155,,
55:30.4,20.107,31.76,49,13.0272704,77.5638257,934.64,11.7,3.05764699,2.693000078,,
55:31.4,19.986,36.82,49,13.0272627,77.5638476,934.58,10,3.0302701,3.04700017,,
55:32.4,19.989,36.72,49,13.027241,77.5638634,934.53,11.6,3.095994711,2.856000185,,
55:33.5,20.148,30.25,49,13.0272102,77.5638651,934.54,12.3,3.016476631,3.162000179,,
55:34.5,19.986,36.45,49,13.0271891,77.5638611,934.53,11.6,2.693627834,2.899000168,,
55:35.5,19.95,37.39,49,13.0271688,77.5638462,934.53,11.6,2.261236429,2.393000126,,
55:36.5,20.108,31.47,49,13.0271663,77.5638271,934.53,13.2,2.590955019,2.406000137,,
55:37.5,20.094,31.68,49,13.0271712,77.5637996,934.52,11.3,3.050323248,2.927000046,,
55:38.5,20.159,30.19,49,13.0271764,77.5637765,934.58,11.2,1.672624826,2.226000071,,
55:39.5,19.989,36.49,49,13.0271839,77.5637698,934.56,11.9,1.641984105,1.465000033,,
55:40.5,19.897,39.5,49,13.0272059,77.5637667,934.56,13.2,3.153084517,2.821000099,,
55:41.5,20.026,34.43,49,13.0272404,77.5637713,934.56,11.6,3.383609295,3.507000208,,
55:42.5,19.929,37.94,49,13.0272621,77.5637761,934.58,12,2.253172398,2.711000204,,
55:43.5,19.951,37.4,48,13.0272712,77.563787,934.6,13.3,1.6384058,1.380000114,,
55:44.5,19.936,38.25,48,13.0272664,77.5638113,934.54,12.8,3.194550514,2.757000208,,
55:45.5,19.992,35.53,48,13.0272599,77.5638361,934.45,11.2,3.160697699,3.414000273,,
55:46.5,19.904,38.87,48,13.0272458,77.5638641,934.45,11.8,2.49841094,2.802000046,,
55:47.6,19.906,38.61,48,13.0272301,77.5638706,934.52,11.4,2.445409775,2.244000196,,
55:48.6,20.082,31.74,48,13.0272033,77.5638689,934.66,12.1,2.776573896,2.789000034,,
55:49.6,19.695,45.79,48,13.0271811,77.5638607,934.48,12.1,2.204084635,2.34100008,,
55:50.6,20.013,33.94,48,13.0271725,77.5638457,934.54,11,2.340981722,2.145000219,,
55:51.6,19.991,34.87,48,13.0271703,77.5638232,934.62,11.9,2.519906759,2.49000001,,
55:52.6,20.227,26.42,48,13.0271747,77.5637905,934.58,11.2,3.028049707,3.164000034,,
55:53.6,20.1,31.44,48,13.0271857,77.5637734,934.56,12.2,1.700362921,1.960000038,,
55:54.6,19.825,41.98,48,13.0272033,77.5637689,934.58,11,2.79474926,2.592000008,,
55:55.6,19.951,36.42,48,13.0272382,77.5637701,934.62,10.9,3.473014355,3.441000223,,
55:56.6,20.122,30.99,48,13.027265,77.5637789,934.59,10.9,2.69365263,3.039000034,,
55:57.7,19.918,38.38,48,13.0272706,77.5637915,934.6,12,2.456715107,2.304000139,,
55:58.7,19.943,37.51,48,13.0272663,77.5638202,934.54,12.4,3.370534182,3.241000175,,
55:59.7,19.889,38.81,48,13.0272569,77.5638514,934.47,11.6,3.172976494,3.184000254,,
56:00.7,19.576,50.23,48,13.0272457,77.5638635,934.46,11.5,1.979857445,1.898000121,,
56:01.7,19.824,40.42,48,13.0272247,77.5638626,934.54,11.3,2.832374096,2.544000149,,
56:02.7,20.093,30.79,48,13.0271947,77.5638594,934.58,10.8,2.899401188,3.092000246,,
56:03.7,19.906,37.15,48,13.0271724,77.563852,934.58,12.2,2.129670858,2.622000217,,
56:04.7,19.888,37.88,48,13.0271681,77.5638357,934.57,11.5,1.82596457,1.768000126,,
56:05.7,19.931,35.68,48,13.0271711,77.5638155,934.57,11.4,3.095625162,2.852000237,,
56:06.7,20.045,31.77,47,13.0271756,77.5637849,934.53,11.5,2.883524418,2.84800005,,
56:07.7,19.907,37.55,47,13.0271778,77.5637688,934.56,11.4,0.679475904,1.217000008,,
56:08.7,19.93,36.02,47,13.02718,77.5637662,934.58,10.4,0.860700667,0.495000035,,
56:09.7,19.909,36.92,47,13.0271956,77.5637669,934.52,11,2.75145483,2.127000093,,
56:10.7,19.974,34.5,47,13.0272276,77.5637727,934.51,10.6,3.693063974,3.372000217,,
56:11.8,20.104,30.09,47,13.0272543,77.5637784,934.44,11.1,3.096156836,3.524000168,,
56:12.8,19.77,42.54,47,13.0272723,77.5637929,934.45,10.9,1.91346097,1.893000126,,
56:13.8,19.799,41.16,47,13.0272731,77.5638131,934.5,12.2,2.386338949,2.042999983,,
56:14.8,19.807,40.57,47,13.0272671,77.5638346,934.47,11.4,2.94058609,2.895000219,,
56:15.8,19.645,45.97,47,13.0272508,77.5638572,934.43,11,2.602485418,2.728000164,,
56:16.8,20.032,31.19,47,13.0272253,77.563865,934.6,11.2,2.898705006,2.770000219,,
56:17.8,20.188,25.73,47,13.0272057,77.5638624,934.75,12.4,2.046643734,2.503000021,,
56:18.8,19.756,41.76,47,13.0271844,77.5638519,934.57,11.8,2.59920001,2.407000065,,
56:19.8,20.305,22.09,47,13.0271741,77.5638398,934.77,10.5,1.552751303,2.169000149,,
56:20.8,19.38,55.71,47,13.0271775,77.5638297,934.56,10.3,2.459162235,1.451000094,,
56:21.8,19.886,36.18,47,13.0271763,77.5637926,934.63,11.3,3.574960709,3.632000208,,
56:22.8,19.758,41.7,47,13.0271753,77.5637737,934.7,11.6,1.599271536,2.424000025,,
56:23.8,19.533,49.21,47,13.0271781,77.5637669,934.69,12.1,1.179100156,0.582000017,,
56:24.8,19.602,46.86,47,13.0271894,77.5637668,934.71,12.4,2.393442392,1.899000049,,
56:25.8,19.969,32.59,47,13.0272218,77.5637715,934.71,11.6,3.499671698,3.176000118,,
56:26.8,20.099,28.54,47,13.0272468,77.563778,934.64,11.6,2.545622826,2.513000011,,
56:27.9,20.071,29.91,47,13.0272632,77.563787,934.61,12.5,1.952267647,2.154000044,,
56:28.9,20.062,30.28,47,13.0272683,77.563809,934.62,10.3,2.735327005,2.445000172,,
56:29.9,19.943,34.42,46,13.0272647,77.5638419,934.61,13.4,3.529587269,3.541000128,,
56:30.9,19.763,41.2,46,13.0272552,77.5638619,934.52,12.5,2.25983119,2.392000198,,
56:31.9,19.877,36.5,46,13.0272344,77.563868,934.58,11.1,2.704606533,2.388000011,,
56:32.9,19.915,34.64,46,13.027207,77.5638645,934.58,11.3,3.006154776,3.010000229,,
56:33.9,19.809,38.23,46,13.0271885,77.5638581,934.54,12,2.442491055,2.620000124,,
56:34.9,19.827,37.44,46,13.0271705,77.5638386,934.57,11.9,2.513459921,2.534000158,,
56:35.9,19.722,41.05,46,13.0271685,77.5638116,934.59,10.6,2.895768642,2.691000223,,
56:36.9,19.842,36.64,46,13.0271718,77.5637886,934.54,11,2.865834713,2.917000055,,
56:37.9,19.753,39.99,46,13.0271766,77.5637663,934.49,11.7,1.448563457,1.990000129,,
56:38.9,19.949,33.16,46,13.0271835,77.5637617,934.57,11.5,1.604521275,1.177000046,,
56:39.9,19.889,35.08,46,13.0272044,77.5637662,934.58,12.4,3.129764795,2.686000109,,
56:40.9,19.908,33.84,46,13.0272349,77.5637776,934.55,12.5,3.374348402,3.385000229,,
56:41.9,19.897,34.76,46,13.0272578,77.5637858,934.52,10.8,2.648626566,2.902000189,,
56:42.9,19.685,42.84,46,13.0272746,77.5638036,934.56,12,2.303290606,2.275000095,,
56:43.9,20.052,28.77,46,13.0272699,77.5638295,934.62,11.6,3.100453138,2.787000179,,
56:44.9,19.839,36.86,46,13.0272591,77.5638519,934.5,10.9,3.130336285,3.217000246,,
56:45.9,19.865,35.6,46,13.0272351,77.5638655,934.52,12.2,2.898372412,2.796000242,,
56:47.0,19.948,31.99,46,13.027205,77.5638647,934.63,12.7,3.268175364,3.06400013,,
56:48.0,19.845,35.99,46,13.0271833,77.5638589,934.62,11.3,2.797544718,3.038000107,,
56:49.0,19.859,35.36,46,13.0271722,77.5638424,934.62,13,2.425321102,2.354000092,,
56:50.0,19.691,41.41,46,13.0271742,77.5638149,934.66,11.8,3.341276169,2.961000204,,
56:51.0,19.683,41.82,46,13.0271773,77.5637895,934.6,11.2,2.767882347,3.062000036,,
56:52.0,19.784,38.11,46,13.0271796,77.5637701,934.58,10.8,1.252105117,1.757000089,,
56:53.0,19.887,34.28,45,13.0271836,77.563766,934.61,11.1,0.677660167,0.492000014,,
56:54.0,19.773,38.02,45,13.0271924,77.5637662,934.58,10.6,2.180222273,1.550000072,,
56:55.0,19.711,40.63,45,13.0272195,77.5637705,934.54,13.3,3.217008591,3.090000153,,
56:56.0,19.808,37.47,45,13.0272472,77.5637756,934.5,11.1,3.444318533,3.759000063,,
56:57.0,19.712,41.35,45,13.027272,77.5637885,934.48,11,1.804238439,2.252000093,,
56:58.0,19.811,37.11,45,13.0272713,77.5638095,934.57,12.3,2.904952526,2.532000065,,
56:59.0,19.767,38.23,45,13.0272635,77.5638409,934.53,10.9,3.468438387,3.301000118,,
57:00.0,19.521,47.21,45,13.0272541,77.5638583,934.49,12.2,2.155494213,2.521000147,,
57:01.0,19.726,38.95,45,13.0272336,77.5638647,934.61,12.9,2.392575979,2.25999999,,
57:02.0,19.707,39.74,45,13.0272143,77.5638634,934.63,11.6,3.062552452,2.995000124,,
57:03.0,19.719,39.73,45,13.0271858,77.5638575,934.62,11,2.392742634,2.725000143,,
57:04.0,19.727,39.34,45,13.0271714,77.5638392,934.63,11.4,2.517722845,2.495000124,,
57:05.0,19.88,33.66,45,13.0271719,77.5638082,934.69,11.5,3.319504976,3.235000134,,
57:06.0,19.715,39.24,45,13.0271751,77.5637844,934.65,10.8,3.053119659,3.277000189,,
57:07.1,19.888,32.66,45,13.0271776,77.5637656,934.54,12.9,0.950650692,1.603000045,,
57:08.1,19.759,38.24,45,13.0271836,77.5637651,934.59,11.1,1.438066244,0.376000017,,
57:09.1,19.785,37.04,45,13.0271978,77.5637672,934.61,11.1,3.030178547,2.542000055,,
57:10.1,19.843,34.06,45,13.0272281,77.5637713,934.49,11.1,3.3124578,3.369000196,,
57:11.1,19.749,38.34,45,13.0272585,77.5637795,934.47,11.3,2.878864765,3.18900013,,
57:12.1,19.469,48.45,45,13.0272706,77.5637917,934.48,11.3,2.29914856,2.328999996,,
57:13.1,19.316,53.64,45,13.0272721,77.5638184,934.54,13.5,3.105647564,2.582000017,,
57:14.1,19.399,50.57,45,13.0272658,77.5638411,934.78,11.7,2.919076681,3.050000191,,
57:15.1,19.466,47.72,44,13.0272445,77.5638615,934.76,12.3,3.190248728,3.062000036,,
57:16.1,19.333,52.46,44,13.0272175,77.5638633,934.66,12,2.803296328,2.846000195,,
57:17.1,19.73,37.93,44,13.0271976,77.5638609,934.72,10.9,2.056429863,2.614000082,,
57:18.1,19.744,37.1,44,13.0271807,77.5638463,934.58,10.4,2.762814999,2.413000107,,
57:19.1,19.935,29.93,44,13.0271702,77.56382,934.54,11.9,2.660970211,3.002000093,,
57:20.1,19.856,33.17,44,13.0271692,77.5637989,934.5,10.9,3.068482161,2.752000093,,
57:21.1,19.836,33.6,44,13.0271728,77.5637711,934.38,12.6,2.282427073,2.81400013,,
57:22.2,19.79,35.18,44,13.0271844,77.5637608,934.43,11.1,1.917516232,1.776000142,,
57:23.2,19.755,36.75,44,13.0272099,77.5637651,934.48,12.2,3.443294048,2.914000034,,
